scenario,window_index,start_time_sec,end_time_sec,state,label,audio_rms,audio_peak,audio_crest_factor,audio_kurtosis,audio_hilbert_env_mean,audio_hilbert_env_std,audio_hilbert_env_peak,audio_hilbert_env_crest,audio_hilbert_env_kurtosis,audio_shockwave_energy_ratio,audio_shockwave_pulse_count,audio_stft_2k8_db,audio_stft_harmonic_db,audio_spectral_centroid
abnormal_high_speed_60kph,82,58.5682,59.284,abnormal,1,0.123944,0.488567,3.9418,1.2366,0.12165,0.126196,0.529496,4.3526,-0.3347,0.2856,144,-43.1,-48.45,4144.5
abnormal_high_speed_60kph,83,59.2842,59.9944,abnormal,1,0.129271,0.501436,3.879,0.9536,0.132022,0.12646,0.521028,3.9465,-0.4399,0.2691,148,-43.45,-48.14,4136.0
abnormal_high_speed_60kph,84,59.9965,60.7082,abnormal,1,0.115246,0.487439,4.2295,1.9634,0.10621,0.123624,0.530783,4.9975,0.1233,0.3254,140,-44.4,-49.07,4166.3
abnormal_high_speed_60kph,85,60.7142,61.4244,abnormal,1,0.114741,0.493933,4.3048,2.039,0.10505,0.123676,0.536572,5.1078,0.1304,0.3249,144,-43.88,-49.15,4190.7
abnormal_high_speed_60kph,86,61.4264,62.1363,abnormal,1,0.129197,0.494834,3.8301,0.9831,0.128633,0.129759,0.539451,4.1937,-0.4491,0.2749,156,-43.48,-48.3,4153.3
abnormal_high_speed_60kph,87,62.1442,62.854,abnormal,1,0.132729,0.499698,3.7648,0.6682,0.138768,0.126403,0.534439,3.8513,-0.5005,0.2593,155,-43.0,-48.18,4158.0
abnormal_high_speed_60kph,88,62.8545,63.5662,abnormal,1,0.124578,0.540949,4.3422,1.205,0.122959,0.126177,0.542429,4.4114,-0.31,0.2846,145,-43.69,-48.6,4128.5
abnormal_high_speed_60kph,89,63.5683,64.284,abnormal,1,0.128546,0.506187,3.9378,0.8926,0.1297,0.127381,0.537374,4.1432,-0.4792,0.2696,139,-44.43,-48.46,4142.9
abnormal_high_speed_60kph,90,64.2843,64.9943,abnormal,1,0.122173,0.515989,4.2234,1.3889,0.117092,0.127052,0.520703,4.447,-0.1949,0.2985,149,-44.51,-48.5,4202.3
abnormal_high_speed_60kph,91,64.9962,65.7084,abnormal,1,0.121701,0.492566,4.0474,1.42,0.11712,0.126115,0.543765,4.6428,-0.2325,0.2941,149,-43.94,-48.83,4169.7
abnormal_high_speed_60kph,92,65.7141,66.4243,abnormal,1,0.126151,0.495822,3.9304,1.2698,0.122311,0.129877,0.521929,4.2672,-0.3355,0.2866,148,-43.52,-48.46,4173.1
abnormal_high_speed_60kph,93,66.4261,67.1361,abnormal,1,0.121156,0.505527,4.1725,1.4546,0.116602,0.125545,0.521917,4.4761,-0.1497,0.3015,137,-43.6,-48.48,4203.9
abnormal_high_speed_60kph,94,67.1441,67.8542,abnormal,1,0.113698,0.495834,4.361,2.066,0.104946,0.121824,0.523831,4.9915,0.1878,0.3269,144,-43.99,-48.71,4233.7
abnormal_high_speed_60kph,95,67.8544,68.5659,abnormal,1,0.128796,0.540047,4.193,0.9183,0.130067,0.127513,0.540101,4.1525,-0.4342,0.272,153,-43.33,-48.21,4193.1
abnormal_high_speed_60kph,96,68.5685,69.2842,abnormal,1,0.113916,0.489908,4.3006,1.5564,0.11018,0.117533,0.529673,4.8074,0.0004,0.308,147,-45.02,-49.05,4191.4
abnormal_high_speed_60kph,97,69.2844,69.9945,abnormal,1,0.118054,0.485094,4.1091,1.3703,0.114526,0.121478,0.518867,4.5305,-0.0559,0.3047,139,-45.32,-49.16,4190.6
abnormal_high_speed_60kph,98,69.9959,70.7086,abnormal,1,0.118698,0.492689,4.1508,1.6292,0.110349,0.126498,0.527478,4.7801,-0.0342,0.3128,142,-45.27,-48.81,4194.4
abnormal_high_speed_60kph,99,70.7143,71.4245,abnormal,1,0.124748,0.497705,3.9897,1.2057,0.120677,0.128691,0.532844,4.4155,-0.2882,0.2903,151,-44.73,-48.76,4186.4
abnormal_high_speed_60kph,100,71.4257,72.1358,abnormal,1,0.127114,0.520429,4.0942,0.9783,0.125537,0.128672,0.536983,4.2775,-0.3805,0.2806,154,-43.84,-48.74,4177.8
abnormal_high_speed_60kph,101,72.1443,72.8544,abnormal,1,0.112497,0.480822,4.2741,1.8723,0.104215,0.12021,0.522774,5.0163,0.0249,0.3177,144,-44.42,-49.71,4130.0
abnormal_high_speed_60kph,102,72.8546,73.5657,abnormal,1,0.109565,0.512949,4.6817,2.4046,0.099466,0.118808,0.539788,5.4268,0.463,0.3453,155,-43.89,-49.46,4181.5
abnormal_high_speed_60kph,103,73.5687,74.2836,abnormal,1,0.113783,0.485469,4.2666,2.0288,0.101675,0.124721,0.516851,5.0834,0.198,0.3329,146,-45.6,-49.48,4162.2
abnormal_high_speed_60kph,104,74.2845,74.9947,abnormal,1,0.118256,0.537725,4.5471,1.94,0.107486,0.128123,0.556879,5.1809,0.1114,0.3248,154,-44.26,-49.02,4194.9
abnormal_high_speed_60kph,105,74.9958,75.7087,abnormal,1,0.104801,0.498799,4.7595,2.931,0.088581,0.118827,0.52064,5.8776,0.8775,0.3784,136,-45.34,-49.65,4227.4
abnormal_high_speed_60kph,106,75.7138,76.4245,abnormal,1,0.107022,0.479354,4.479,2.2898,0.096818,0.116334,0.516759,5.3374,0.3526,0.3383,141,-44.99,-49.95,4146.2
abnormal_high_speed_60kph,107,76.4256,77.1355,abnormal,1,0.09917,0.474669,4.7864,3.0226,0.083702,0.112531,0.499987,5.9734,0.8317,0.3777,135,-45.89,-50.7,4145.0
abnormal_high_speed_60kph,108,77.1445,77.8537,abnormal,1,0.105752,0.490385,4.6371,2.2248,0.095376,0.115196,0.516951,5.4201,0.3908,0.3429,137,-45.38,-50.14,4169.6
abnormal_high_speed_60kph,109,77.8546,78.5654,abnormal,1,0.119353,0.509062,4.2652,1.3947,0.112575,0.125766,0.529633,4.7047,-0.2249,0.2993,149,-45.41,-49.35,4167.1
abnormal_high_speed_60kph,110,78.5688,79.2836,abnormal,1,0.115532,0.516713,4.4725,1.6163,0.109975,0.120833,0.532863,4.8453,-0.0299,0.3091,145,-44.62,-49.34,4190.0
abnormal_high_speed_60kph,111,79.2848,79.9949,abnormal,1,0.106702,0.478201,4.4817,2.5687,0.093463,0.11847,0.521974,5.5848,0.5299,0.3552,143,-44.47,-49.91,4171.7
abnormal_high_speed_60kph,112,79.9955,80.709,abnormal,1,0.109361,0.479587,4.3853,2.2571,0.096832,0.120596,0.531165,5.4854,0.2911,0.3385,144,-45.12,-49.76,4189.0
abnormal_high_speed_60kph,113,80.7138,81.4249,abnormal,1,0.111629,0.484569,4.3409,1.9868,0.102582,0.119996,0.521489,5.0836,0.1909,0.3286,144,-45.04,-49.39,4185.4
abnormal_high_speed_60kph,114,81.4254,82.1352,abnormal,1,0.1063,0.500153,4.7051,2.5925,0.092782,0.118283,0.538028,5.7988,0.6007,0.3594,142,-44.68,-49.64,4210.9
abnormal_high_speed_60kph,115,82.1449,82.8536,abnormal,1,0.106674,0.473179,4.4358,2.3172,0.093113,0.118695,0.519538,5.5796,0.513,0.3553,137,-46.09,-50.26,4231.9
abnormal_high_speed_60kph,116,82.855,83.5652,abnormal,1,0.092346,0.4664,5.0505,4.0011,0.072597,0.10856,0.538074,7.4117,1.6232,0.426,124,-45.69,-51.12,4174.6
abnormal_high_speed_60kph,117,83.569,84.2835,abnormal,1,0.106388,0.48423,4.5515,2.6325,0.091004,0.119813,0.524795,5.7667,0.641,0.364,147,-46.07,-50.0,4192.8
abnormal_high_speed_60kph,118,84.2851,84.9948,abnormal,1,0.106368,0.46798,4.3996,2.0408,0.095104,0.116548,0.515827,5.4238,0.1871,0.334,142,-46.28,-50.35,4172.2
abnormal_high_speed_60kph,119,84.9952,85.7091,abnormal,1,0.098214,0.481593,4.9035,3.0113,0.083581,0.110933,0.500796,5.9917,0.7611,0.3704,153,-45.41,-50.69,4211.3
abnormal_high_speed_60kph,120,85.7137,86.425,abnormal,1,0.090539,0.456379,5.0407,3.8872,0.07256,0.105496,0.516385,7.1166,1.5047,0.4175,136,-46.26,-51.28,4209.1
abnormal_high_speed_60kph,121,86.4251,87.1352,abnormal,1,0.079415,0.433994,5.4649,5.2312,0.059142,0.095476,0.499896,8.4525,2.4735,0.4677,137,-45.75,-52.3,4215.6
abnormal_high_speed_60kph,122,87.1448,87.8537,abnormal,1,0.084035,0.455809,5.4241,4.8025,0.063657,0.100356,0.501366,7.876,2.0731,0.449,134,-46.11,-51.5,4208.8
abnormal_high_speed_60kph,123,87.8551,88.5651,abnormal,1,0.089165,0.487551,5.468,3.7918,0.072382,0.103255,0.503937,6.9622,1.2722,0.4031,150,-46.22,-51.52,4183.7
abnormal_high_speed_60kph,124,88.5692,89.2835,abnormal,1,0.089608,0.477884,5.3331,3.7707,0.073513,0.103223,0.511979,6.9645,1.324,0.404,140,-46.13,-51.17,4227.3
abnormal_high_speed_80kph,0,0.0,0.7101,abnormal,1,0.020528,0.089757,4.3723,0.4111,0.024536,0.015518,0.10614,4.3259,0.1651,0.2256,166,-53.75,-60.65,5162.2
abnormal_high_speed_80kph,1,0.715,1.4265,abnormal,1,0.027045,0.133954,4.9531,1.2215,0.029832,0.023935,0.152112,5.0989,0.1836,0.2601,161,-52.48,-58.22,5113.6
abnormal_high_speed_80kph,2,1.4293,2.1398,abnormal,1,0.037678,0.178325,4.7329,1.6175,0.039996,0.035208,0.187455,4.6869,0.1003,0.2808,156,-46.2,-55.36,5058.2
abnormal_high_speed_80kph,3,2.145,2.8551,abnormal,1,0.04366,0.197628,4.5265,1.092,0.048826,0.037795,0.22098,4.5259,0.2072,0.2611,183,-49.15,-54.69,4995.6
abnormal_high_speed_80kph,4,2.8564,3.5694,abnormal,1,0.059021,0.33386,5.6566,2.9563,0.056975,0.060999,0.350315,6.1486,0.7557,0.3363,157,-49.1,-52.26,5037.0
abnormal_high_speed_80kph,5,3.5699,4.2851,abnormal,1,0.061713,0.38057,6.1668,3.5525,0.05627,0.066714,0.381089,6.7725,0.9668,0.359,160,-40.76,-50.05,4992.6
abnormal_high_speed_80kph,6,4.2863,4.9962,abnormal,1,0.058041,0.385822,6.6474,4.0175,0.05079,0.064481,0.388158,7.6424,1.1742,0.3768,172,-50.07,-50.9,4739.7
abnormal_high_speed_80kph,7,5.0,5.7101,abnormal,1,0.054652,0.412457,7.5469,8.056,0.039426,0.066478,0.444168,11.2658,3.7292,0.5054,142,-50.24,-52.3,4691.2
abnormal_high_speed_80kph,8,5.7152,6.4262,abnormal,1,0.05977,0.440183,7.3646,7.3129,0.043954,0.072201,0.455704,10.3677,3.6166,0.5054,149,-48.71,-53.52,4437.8
abnormal_high_speed_80kph,9,6.4296,7.1398,abnormal,1,0.068962,0.459364,6.6611,5.992,0.051771,0.082651,0.489401,9.4531,2.3519,0.4543,146,-48.4,-52.28,4401.4
abnormal_high_speed_80kph,10,7.1452,7.8553,abnormal,1,0.05465,0.450187,8.2376,9.7698,0.037232,0.067728,0.476214,12.7905,5.0948,0.5571,133,-48.82,-53.28,4556.1
abnormal_high_speed_80kph,11,7.8561,8.5696,abnormal,1,0.088894,0.551181,6.2004,5.8609,0.066821,0.106486,0.564183,8.4432,2.6153,0.4738,133,-41.85,-50.14,4477.9
abnormal_high_speed_80kph,12,8.57,9.2853,abnormal,1,0.076346,0.547589,7.1724,8.4161,0.051864,0.094697,0.559821,10.794,4.1303,0.541,147,-43.94,-51.22,4508.2
abnormal_high_speed_80kph,13,9.2861,9.996,abnormal,1,0.068674,0.475128,6.9186,8.7379,0.04624,0.085405,0.496302,10.7331,4.2718,0.5473,137,-44.26,-52.47,4468.6
abnormal_high_speed_80kph,14,9.9999,10.7101,abnormal,1,0.083256,0.570622,6.8538,7.208,0.057803,0.102576,0.579085,10.0183,3.3424,0.5106,145,-41.98,-51.77,4443.5
abnormal_high_speed_80kph,15,10.7157,11.4259,abnormal,1,0.080885,0.54885,6.7856,8.7584,0.054091,0.100792,0.550707,10.1812,4.1475,0.5481,147,-40.84,-50.49,4693.6
abnormal_high_speed_80kph,16,11.4297,12.1398,abnormal,1,0.067136,0.564078,8.402,12.0871,0.041848,0.085224,0.565163,13.5052,6.8137,0.6303,134,-41.7,-52.75,4524.2
abnormal_high_speed_80kph,17,12.1456,12.8557,abnormal,1,0.04867,0.444195,9.1266,13.938,0.029402,0.062235,0.473729,16.1124,8.0051,0.6634,134,-44.54,-54.83,4540.2
abnormal_high_speed_80kph,18,12.8559,13.5697,abnormal,1,0.091894,0.544728,5.9278,7.7073,0.061768,0.11434,0.584551,9.4637,4.0081,0.549,132,-34.5,-50.95,4537.7
abnormal_high_speed_80kph,19,13.57,14.2855,abnormal,1,0.083146,0.621453,7.4742,11.9867,0.052076,0.105426,0.622367,11.9512,7.6319,0.6832,90,-35.72,-50.99,4668.0
abnormal_high_speed_80kph,20,14.2859,14.9957,abnormal,1,0.100399,0.605713,6.0331,7.224,0.066778,0.125302,0.608344,9.11,3.5319,0.5308,141,-36.22,-49.83,4543.8
abnormal_high_speed_80kph,21,15.0,15.71,abnormal,1,0.142393,0.606198,4.2572,2.9781,0.113846,0.166103,0.626584,5.5038,0.3413,0.3395,153,-33.7,-46.86,4706.1
abnormal_high_speed_80kph,22,15.7155,16.4257,abnormal,1,0.173105,0.626126,3.617,1.3276,0.156659,0.188118,0.626133,3.9968,-0.7841,0.2483,184,-31.7,-45.0,4833.2
abnormal_high_speed_80kph,23,16.4298,17.1397,abnormal,1,0.194135,0.620634,3.1969,0.59,0.189802,0.198373,0.622564,3.2801,-1.2338,0.2036,54,-31.4,-43.99,4892.9
abnormal_high_speed_80kph,24,17.1456,17.8556,abnormal,1,0.178291,0.620075,3.4779,1.1958,0.163799,0.191691,0.621307,3.7931,-0.9127,0.2344,170,-31.36,-44.6,4865.6
abnormal_high_speed_80kph,25,17.8558,18.5697,abnormal,1,0.192477,0.622694,3.2352,0.4669,0.189584,0.195327,0.622871,3.2855,-1.2728,0.1994,32,-30.26,-44.51,4834.3
abnormal_high_speed_80kph,26,18.5702,19.2856,abnormal,1,0.168627,0.606156,3.5947,1.4399,0.150537,0.184956,0.606411,4.0283,-0.7558,0.2515,180,-31.94,-45.47,4798.1
abnormal_high_speed_80kph,27,19.2858,19.9959,abnormal,1,0.161253,0.602323,3.7353,1.7495,0.140993,0.179237,0.602471,4.2731,-0.5431,0.2689,177,-32.43,-45.85,4761.2
abnormal_high_speed_80kph,28,19.9999,20.7104,abnormal,1,0.156432,0.602342,3.8505,1.8927,0.132045,0.177499,0.610004,4.6197,-0.4656,0.2777,169,-32.15,-46.45,4718.9
abnormal_high_speed_80kph,29,20.7157,21.4259,abnormal,1,0.158742,0.599763,3.7782,1.7438,0.138157,0.176947,0.602258,4.3592,-0.5247,0.2729,183,-31.71,-46.23,4712.5
abnormal_high_speed_80kph,30,21.4298,22.1397,abnormal,1,0.163645,0.606715,3.7075,1.5127,0.145929,0.179622,0.62258,4.2663,-0.6965,0.2595,176,-30.84,-45.91,4719.5
abnormal_high_speed_80kph,31,22.1457,22.8559,abnormal,1,0.154391,0.604435,3.915,2.0173,0.130922,0.174736,0.604903,4.6203,-0.3297,0.2907,164,-30.97,-46.46,4707.6
abnormal_high_speed_80kph,32,22.8561,23.5697,abnormal,1,0.162365,0.606642,3.7363,1.613,0.143976,0.178873,0.608683,4.2277,-0.5957,0.2667,182,-30.99,-45.85,4723.1
abnormal_high_speed_80kph,33,23.5702,24.2858,abnormal,1,0.15128,0.579646,3.8316,2.0039,0.129386,0.170383,0.582768,4.5041,-0.3899,0.2849,169,-31.66,-46.85,4656.0
abnormal_high_speed_80kph,34,24.286,24.996,abnormal,1,0.142725,0.599565,4.2008,2.6829,0.117279,0.164275,0.606946,5.1752,0.0513,0.3173,176,-32.04,-46.81,4685.4
abnormal_high_speed_80kph,35,24.9998,25.7103,abnormal,1,0.146512,0.600536,4.0989,2.2884,0.123978,0.166016,0.602384,4.8588,-0.2135,0.2986,178,-31.69,-46.92,4653.7
abnormal_high_speed_80kph,36,25.715,26.4259,abnormal,1,0.147433,0.621507,4.2155,2.4664,0.121327,0.169567,0.624752,5.1493,-0.1119,0.307,176,-31.77,-46.73,4672.6
abnormal_high_speed_80kph,37,26.4297,27.1397,abnormal,1,0.175013,0.604853,3.456,0.9817,0.163419,0.185885,0.608488,3.7235,-0.9847,0.2324,138,-30.19,-45.53,4747.9
abnormal_high_speed_80kph,38,27.145,27.8549,abnormal,1,0.173012,0.607432,3.5109,1.1992,0.159201,0.1858,0.611654,3.842,-0.8699,0.2412,169,-30.37,-45.3,4771.6
abnormal_high_speed_80kph,39,27.856,28.5697,abnormal,1,0.170985,0.593525,3.4712,1.3001,0.157544,0.183445,0.614641,3.9014,-0.8379,0.2432,154,-29.8,-45.21,4774.4
abnormal_high_speed_80kph,40,28.5702,29.2849,abnormal,1,0.170645,0.608792,3.5676,1.1448,0.158585,0.181907,0.613522,3.8687,-0.8843,0.2412,163,-30.23,-45.48,4751.3
abnormal_high_speed_80kph,41,29.286,29.996,abnormal,1,0.162448,0.605755,3.7289,1.716,0.141447,0.181029,0.607433,4.2944,-0.5608,0.2691,168,-31.37,-45.99,4756.8
abnormal_high_speed_80kph,42,29.9999,30.7106,abnormal,1,0.155983,0.606321,3.8871,2.1363,0.134439,0.174893,0.617645,4.5942,-0.3183,0.2896,183,-31.61,-45.79,4776.0
abnormal_high_speed_80kph,43,30.7148,31.4261,abnormal,1,0.162825,0.593074,3.6424,1.5742,0.146244,0.177867,0.621037,4.2466,-0.6642,0.2605,169,-30.97,-45.79,4717.5
abnormal_high_speed_80kph,44,31.4297,32.1397,abnormal,1,0.16302,0.606888,3.7228,1.5251,0.147712,0.177009,0.610502,4.1331,-0.6922,0.259,173,-30.49,-45.86,4739.1
abnormal_high_speed_80kph,45,32.1447,32.8547,abnormal,1,0.179144,0.596446,3.3294,0.8528,0.171729,0.186263,0.603691,3.5154,-1.0642,0.2235,118,-29.73,-45.04,4769.9
abnormal_high_speed_80kph,46,32.8564,33.5697,abnormal,1,0.195018,0.602211,3.088,0.3355,0.195195,0.19484,0.609176,3.1209,-1.3172,0.1948,13,-29.06,-44.47,4816.6
abnormal_high_speed_80kph,47,33.5704,34.2846,abnormal,1,0.203401,0.617604,3.0364,0.1176,0.215165,0.190913,0.623442,2.8975,-1.3441,0.1819,16,-29.05,-43.77,4855.0
abnormal_high_speed_80kph,48,34.2864,34.9964,abnormal,1,0.181452,0.602367,3.3197,0.7646,0.176041,0.186706,0.613223,3.4834,-1.086,0.221,108,-29.78,-44.9,4756.2
abnormal_high_speed_80kph,49,34.9999,35.7105,abnormal,1,0.169981,0.610919,3.594,1.3089,0.155547,0.183282,0.621024,3.9925,-0.8087,0.2486,152,-30.39,-45.31,4759.1
abnormal_high_speed_80kph,50,35.7145,36.4262,abnormal,1,0.175352,0.607956,3.4671,1.0478,0.167401,0.182958,0.616448,3.6825,-0.9388,0.2345,144,-30.36,-45.08,4749.1
abnormal_high_speed_80kph,51,36.4297,37.1396,abnormal,1,0.171126,0.6094,3.5611,1.1501,0.159889,0.181669,0.609495,3.812,-0.8569,0.2438,157,-31.4,-45.42,4776.8
abnormal_high_speed_80kph,52,37.1444,37.8543,abnormal,1,0.18288,0.601092,3.2868,0.7876,0.174717,0.190694,0.614501,3.5171,-1.1009,0.2188,94,-30.93,-44.96,4811.7
abnormal_high_speed_80kph,53,37.8563,38.5696,abnormal,1,0.16578,0.609624,3.6773,1.5934,0.147466,0.182263,0.613164,4.158,-0.6616,0.2611,168,-31.1,-45.51,4785.2
abnormal_high_speed_80kph,54,38.5706,39.2843,abnormal,1,0.186193,0.605912,3.2542,0.6393,0.179965,0.192219,0.606086,3.3678,-1.172,0.2125,78,-29.96,-44.89,4808.6
abnormal_high_speed_80kph,55,39.2863,39.9964,abnormal,1,0.186142,0.613064,3.2935,0.7068,0.18085,0.191288,0.615204,3.4017,-1.1337,0.2142,87,-30.9,-44.61,4833.3
abnormal_high_speed_80kph,56,39.9997,40.7107,abnormal,1,0.194407,0.613009,3.1532,0.3922,0.194779,0.194034,0.614579,3.1553,-1.2821,0.1976,27,-31.21,-44.38,4841.2
abnormal_high_speed_80kph,57,40.7142,41.4264,abnormal,1,0.205166,0.603961,2.9438,-0.026,0.215729,0.194029,0.605745,2.8079,-1.4098,0.1771,2,-30.62,-44.18,4834.7
abnormal_high_speed_80kph,58,41.4296,42.1395,abnormal,1,0.224745,0.602521,2.6809,-0.4713,0.251737,0.194034,0.61416,2.4397,-1.4529,0.1507,0,-29.48,-43.52,4846.1
abnormal_high_speed_80kph,59,42.1441,42.8541,abnormal,1,0.208267,0.610027,2.9291,0.0006,0.219064,0.196878,0.610032,2.7847,-1.4214,0.1747,0,-29.69,-43.87,4854.8
abnormal_high_speed_80kph,60,42.8565,43.5696,abnormal,1,0.208881,0.608314,2.9123,-0.0719,0.219693,0.197478,0.61619,2.8048,-1.4492,0.1723,1,-29.82,-44.02,4836.1
abnormal_high_speed_80kph,61,43.5708,44.2841,abnormal,1,0.199098,0.602407,3.0257,0.2287,0.20201,0.196143,0.607711,3.0083,-1.3499,0.1892,9,-30.38,-44.37,4845.5
abnormal_high_speed_80kph,62,44.2866,44.9965,abnormal,1,0.197162,0.605525,3.0712,0.2177,0.198632,0.195682,0.610757,3.0748,-1.3541,0.1911,13,-30.53,-44.74,4810.4
abnormal_high_speed_80kph,63,44.9996,45.7108,abnormal,1,0.183663,0.609538,3.3188,0.6829,0.176372,0.190675,0.609676,3.4568,-1.1457,0.2169,93,-29.99,-45.14,4769.5
abnormal_high_speed_80kph,64,45.714,46.4266,abnormal,1,0.184999,0.602108,3.2546,0.7132,0.1778,0.191929,0.604175,3.3981,-1.1447,0.2151,74,-30.17,-44.89,4795.0
abnormal_high_speed_80kph,65,46.4296,47.1395,abnormal,1,0.183891,0.608274,3.3078,0.7694,0.176679,0.190831,0.611092,3.4588,-1.106,0.2185,103,-30.39,-44.85,4841.8
abnormal_high_speed_80kph,66,47.1441,47.8538,abnormal,1,0.16235,0.606485,3.7357,1.6704,0.14351,0.17922,0.615927,4.2919,-0.5901,0.2691,157,-31.5,-45.77,4752.0
abnormal_high_speed_80kph,67,47.8566,48.5696,abnormal,1,0.166535,0.619996,3.7229,1.4388,0.149979,0.181588,0.624777,4.1658,-0.6964,0.2592,164,-31.71,-45.59,4737.3
abnormal_high_speed_80kph,68,48.5709,49.2837,abnormal,1,0.168961,0.614856,3.639,1.2143,0.154585,0.182207,0.618072,3.9983,-0.7998,0.2496,150,-31.27,-45.74,4757.0
abnormal_high_speed_80kph,69,49.2867,49.9967,abnormal,1,0.162479,0.603867,3.7166,1.5711,0.147129,0.176498,0.605784,4.1174,-0.5635,0.2691,163,-31.51,-45.83,4724.6
abnormal_high_speed_80kph,70,49.9995,50.711,abnormal,1,0.170086,0.605394,3.5593,1.2696,0.154969,0.183965,0.607199,3.9182,-0.8102,0.2487,165,-31.02,-45.48,4738.5
abnormal_high_speed_80kph,71,50.7137,51.4268,abnormal,1,0.171714,0.62293,3.6277,1.2489,0.158336,0.184123,0.623331,3.9368,-0.8207,0.2473,170,-31.92,-45.22,4750.6
abnormal_high_speed_80kph,72,51.4296,52.1395,abnormal,1,0.19853,0.619854,3.1222,0.1755,0.204849,0.192002,0.625663,3.0543,-1.3296,0.189,18,-30.9,-44.42,4786.6
abnormal_high_speed_80kph,73,52.1435,52.8535,abnormal,1,0.200626,0.612326,3.0521,0.227,0.208303,0.192643,0.612384,2.9399,-1.3361,0.1865,14,-29.6,-43.87,4813.2
abnormal_high_speed_80kph,74,52.8568,53.5695,abnormal,1,0.209668,0.617686,2.946,-0.077,0.222408,0.196101,0.624035,2.8058,-1.4354,0.1726,4,-28.44,-43.85,4842.3
abnormal_high_speed_80kph,75,53.5711,54.2835,abnormal,1,0.203907,0.611357,2.9982,0.0404,0.215493,0.191622,0.626468,2.9071,-1.3598,0.1809,12,-28.95,-44.07,4828.4
abnormal_high_speed_80kph,76,54.287,54.9971,abnormal,1,0.192191,0.616705,3.2088,0.51,0.190087,0.194272,0.617114,3.2465,-1.2291,0.2037,47,-29.91,-44.38,4846.9
abnormal_high_speed_80kph,77,54.9996,55.7112,abnormal,1,0.183177,0.606837,3.3129,0.8591,0.175853,0.190218,0.613718,3.4899,-1.071,0.2208,121,-30.26,-44.6,4863.4
abnormal_high_speed_80kph,78,55.7133,56.4271,abnormal,1,0.194729,0.612312,3.1444,0.3794,0.196394,0.193049,0.619062,3.1521,-1.3032,0.1947,24,-29.01,-44.24,4832.4
abnormal_high_speed_80kph,79,56.4296,57.1394,abnormal,1,0.17922,0.612948,3.4201,0.9241,0.169647,0.188307,0.618232,3.6442,-1.0287,0.2262,122,-30.02,-45.13,4787.4
abnormal_high_speed_80kph,80,57.1434,57.8532,abnormal,1,0.186319,0.614178,3.2964,0.5548,0.183311,0.189279,0.614266,3.351,-1.2323,0.2055,60,-29.25,-44.81,4790.1
abnormal_high_speed_80kph,81,57.857,58.5695,abnormal,1,0.176314,0.609122,3.4548,0.9849,0.165657,0.186363,0.611773,3.693,-1.0147,0.2289,129,-30.62,-45.11,4768.2
abnormal_high_speed_80kph,82,58.5713,59.2834,abnormal,1,0.184706,0.609634,3.3006,0.6751,0.179097,0.19015,0.617271,3.4466,-1.1732,0.2124,75,-29.92,-44.85,4764.6
abnormal_high_speed_80kph,83,59.287,59.997,abnormal,1,0.177929,0.613405,3.4475,1.0719,0.165332,0.189692,0.616578,3.7293,-0.9646,0.2327,138,-30.76,-44.98,4820.0
abnormal_high_speed_80kph,84,59.9995,60.7114,abnormal,1,0.151716,0.600985,3.9612,2.1747,0.127525,0.172549,0.6083,4.7701,-0.3055,0.2899,165,-31.28,-46.73,4695.4
abnormal_high_speed_80kph,85,60.7132,61.4271,abnormal,1,0.146127,0.59748,4.0888,2.5625,0.121252,0.167345,0.609938,5.0303,-0.0279,0.3112,168,-32.24,-46.57,4726.1
abnormal_high_speed_80kph,86,61.4295,62.1394,abnormal,1,0.159374,0.585213,3.6719,1.6535,0.142046,0.174994,0.60253,4.2418,-0.5677,0.2691,174,-32.18,-45.93,4721.5
abnormal_high_speed_80kph,87,62.1436,62.8531,abnormal,1,0.166314,0.619566,3.7253,1.5882,0.148111,0.182712,0.629531,4.2504,-0.6468,0.2617,187,-30.91,-45.41,4773.9
abnormal_high_speed_80kph,88,62.8571,63.5694,abnormal,1,0.156976,0.615232,3.9193,1.9566,0.134478,0.176632,0.615783,4.5791,-0.413,0.2817,178,-31.16,-46.07,4742.6
abnormal_high_speed_80kph,89,63.5714,64.2833,abnormal,1,0.146769,0.594402,4.0499,2.3047,0.121976,0.16794,0.597283,4.8967,-0.1597,0.3016,171,-31.52,-46.93,4687.5
abnormal_high_speed_80kph,90,64.2872,64.9972,abnormal,1,0.135403,0.585231,4.3221,3.414,0.105279,0.159951,0.604546,5.7423,0.4979,0.3504,171,-32.78,-47.21,4655.5
abnormal_high_speed_80kph,91,64.9995,65.7115,abnormal,1,0.145685,0.603148,4.1401,2.6201,0.118045,0.168859,0.60565,5.1306,0.0567,0.3178,172,-32.72,-46.83,4708.7
abnormal_high_speed_80kph,92,65.7128,66.4272,abnormal,1,0.145268,0.590427,4.0644,2.6911,0.118296,0.167963,0.602975,5.0972,0.0272,0.3152,171,-32.78,-46.66,4692.3
abnormal_high_speed_80kph,93,66.4295,67.1394,abnormal,1,0.150875,0.612946,4.0626,2.3431,0.124279,0.173439,0.613969,4.9403,-0.1254,0.3044,171,-31.92,-46.55,4757.4
abnormal_high_speed_80kph,94,67.1427,67.8527,abnormal,1,0.10248,0.59941,5.849,7.2718,0.068483,0.127728,0.599865,8.7593,3.8273,0.5479,115,-35.92,-49.7,4697.0
